userId,movieId,rating,timestamp
1,111617,4.5,1772471448
1,26208,3.3,1772471448
1,945,4.3,1772471448
1,6642,4.1,1772471448
1,640,4.9,1772471448
1,44828,4.8,1772471448
1,42,4.5,1772471448
1,2035,4.3,1772471448
1,69529,3.2,1772471448
1,34538,4.6,1772471448
1,6819,3.6,1772471448
1,695,3.2,1772471448
1,71738,3.5,1772471448
1,1460,4.6,1772471448
1,84240,2.9,1772471448
1,6257,3.6,1772471448
1,614,3.7,1772471448
1,1086,2.6,1772471448
1,36,3.0,1772471448
1,6534,4.6,1772471448
1,100091,4.6,1772471448
1,31140,3.2,1772471448
1,4517,4.7,1772471448
1,62803,4.4,1772471448
1,5233,3.5,1772471448
1,5653,4.4,1772471448
1,6859,4.9,1772471448
1,96821,3.6,1772471448
1,1044,3.1,1772471448
1,6413,4.9,1772471448
1,84601,4.0,1772471448
1,60133,2.8,1772471448
1,7365,3.9,1772471448
1,5325,3.8,1772471448
1,2791,4.6,1772471448
1,47124,3.8,1772471448
1,48150,3.1,1772471448
1,53435,4.2,1772471448
1,5296,3.9,1772471448
1,1189,3.1,1772471448
2,44613,3.2,1772471448
2,1097,2.9,1772471448
2,25927,2.6,1772471448
2,103319,3.0,1772471448
2,4940,4.0,1772471448
2,6603,4.5,1772471448
2,609,2.9,1772471448
2,4010,2.8,1772471448
2,77353,4.4,1772471448
2,5801,3.3,1772471448
2,46803,4.9,1772471448
2,5873,4.3,1772471448
2,4383,3.3,1772471448
2,101862,3.2,1772471448
2,8906,3.8,1772471448
2,106220,2.7,1772471448
2,46957,2.8,1772471448
2,107765,2.9,1772471448
2,4131,4.4,1772471448
2,101525,3.8,1772471448
2,51255,2.5,1772471448
2,102294,4.2,1772471448
2,4097,3.6,1772471448
2,142448,3.8,1772471448
2,4162,3.0,1772471448
2,79663,3.9,1772471448
2,85796,4.9,1772471448
2,72169,2.7,1772471448
2,899,3.2,1772471448
2,1183,3.1,1772471448
2,106498,3.1,1772471448
2,8950,3.4,1772471448
2,4627,4.5,1772471448
2,6411,4.8,1772471448
2,8828,3.0,1772471448
2,74948,3.9,1772471448
2,25874,4.1,1772471448
2,2157,3.8,1772471448
2,5846,3.6,1772471448
2,1961,3.0,1772471448
3,4603,2.9,1772471448
3,4572,3.8,1772471448
3,7317,4.8,1772471448
3,3377,2.9,1772471448
3,53841,4.2,1772471448
3,5022,4.0,1772471448
3,2966,4.4,1772471448
3,59273,2.9,1772471448
3,427,4.9,1772471448
3,5840,4.1,1772471448
3,107348,4.6,1772471448
3,37477,3.1,1772471448
3,4279,4.3,1772471448
3,129937,4.5,1772471448
3,8334,3.5,1772471448
3,25998,3.5,1772471448
3,45891,4.1,1772471448
3,42007,2.7,1772471448
3,34323,4.3,1772471448
3,2125,2.6,1772471448
3,26044,3.0,1772471448
3,2383,4.2,1772471448
3,6935,2.7,1772471448
3,26301,4.9,1772471448
3,217,4.7,1772471448
3,67620,4.1,1772471448
3,32289,4.5,1772471448
3,350,4.7,1772471448
3,463,3.1,1772471448
3,71318,4.6,1772471448
3,87971,3.0,1772471448
3,6837,3.5,1772471448
3,1984,3.9,1772471448
3,2294,4.3,1772471448
3,75985,2.6,1772471448
3,6178,3.2,1772471448
3,104457,4.0,1772471448
3,51925,3.4,1772471448
3,84150,4.4,1772471448
3,3275,4.1,1772471448
4,2739,4.1,1772471448
4,2015,4.8,1772471448
4,25746,4.9,1772471448
4,3115,4.7,1772471448
4,81535,4.7,1772471448
4,2516,4.2,1772471448
4,113278,2.5,1772471448
4,219,3.6,1772471448
4,93980,4.1,1772471448
4,52287,3.9,1772471448
4,44881,4.6,1772471448
4,4750,4.5,1772471448
4,57370,4.0,1772471448
4,5797,2.6,1772471448
4,6374,3.4,1772471448
4,4831,3.1,1772471448
4,45537,3.3,1772471448
4,71462,4.0,1772471448
4,3007,2.7,1772471448
4,5171,2.6,1772471448
4,3357,3.6,1772471448
4,26587,4.5,1772471448
4,1079,2.6,1772471448
4,1061,4.6,1772471448
4,3808,3.5,1772471448
4,41617,2.8,1772471448
4,4139,3.9,1772471448
4,952,4.9,1772471448
4,117517,3.9,1772471448
4,115210,4.2,1772471448
4,3477,4.5,1772471448
4,540,4.5,1772471448
4,7220,2.7,1772471448
4,8617,4.4,1772471448
4,45722,4.9,1772471448
4,5829,4.3,1772471448
4,965,4.6,1772471448
4,3734,3.7,1772471448
4,26691,3.3,1772471448
4,58029,4.2,1772471448
5,31347,3.2,1772471448
5,3624,5.0,1772471448
5,2978,3.3,1772471448
5,4920,2.5,1772471448
5,6591,3.4,1772471448
5,44193,5.0,1772471448
5,134368,4.1,1772471448
5,8199,4.2,1772471448
5,2115,3.1,1772471448
5,86882,2.9,1772471448
5,33629,4.7,1772471448
5,6979,3.5,1772471448
5,881,2.5,1772471448
5,57526,3.2,1772471448
5,2100,3.0,1772471448
5,1871,4.0,1772471448
5,6753,4.4,1772471448
5,8369,3.7,1772471448
5,4492,3.0,1772471448
5,136018,2.6,1772471448
5,26414,3.3,1772471448
5,80779,4.5,1772471448
5,4786,3.5,1772471448
5,1271,3.1,1772471448
5,2382,2.6,1772471448
5,1834,3.7,1772471448
5,81910,4.2,1772471448
5,1760,3.0,1772471448
5,5956,3.8,1772471448
5,906,3.6,1772471448
5,1326,4.3,1772471448
5,97401,4.7,1772471448
5,55167,3.3,1772471448
5,722,4.8,1772471448
5,388,4.3,1772471448
5,73881,2.6,1772471448
5,97923,4.5,1772471448
5,8507,3.7,1772471448
5,7062,4.9,1772471448
5,39427,3.3,1772471448
6,1571,4.4,1772471448
6,3429,4.0,1772471448
6,1351,2.7,1772471448
6,99917,4.0,1772471448
6,2514,2.9,1772471448
6,63436,5.0,1772471448
6,47330,3.1,1772471448
6,95167,4.2,1772471448
6,83531,4.1,1772471448
6,106438,4.2,1772471448
6,26746,3.6,1772471448
6,7481,2.7,1772471448
6,50872,5.0,1772471448
6,3476,3.0,1772471448
6,1237,4.4,1772471448
6,933,2.8,1772471448
6,3177,3.2,1772471448
6,6970,3.9,1772471448
6,93563,3.5,1772471448
6,4061,4.9,1772471448
6,26394,4.6,1772471448
6,72400,4.8,1772471448
6,36539,4.1,1772471448
6,2688,3.0,1772471448
6,4178,3.8,1772471448
6,27478,4.4,1772471448
6,489,2.7,1772471448
6,4256,4.7,1772471448
6,43917,4.1,1772471448
6,5772,4.3,1772471448
6,105720,4.2,1772471448
6,461,4.6,1772471448
6,77540,2.7,1772471448
6,72741,3.4,1772471448
6,1328,3.8,1772471448
6,4552,3.9,1772471448
6,2420,4.9,1772471448
6,135133,2.6,1772471448
6,7154,4.7,1772471448
6,41617,3.9,1772471448
7,5364,3.4,1772471448
7,7392,4.0,1772471448
7,70984,3.4,1772471448
7,4994,3.7,1772471448
7,2729,4.9,1772471448
7,51044,3.8,1772471448
7,2200,4.8,1772471448
7,25996,2.6,1772471448
7,59037,2.8,1772471448
7,26256,4.9,1772471448
7,8950,2.8,1772471448
7,83660,4.3,1772471448
7,47610,3.6,1772471448
7,79134,3.5,1772471448
7,1472,4.1,1772471448
7,3628,4.3,1772471448
7,96634,4.8,1772471448
7,26259,3.1,1772471448
7,25937,4.2,1772471448
7,85010,3.4,1772471448
7,49464,4.3,1772471448
7,83177,2.9,1772471448
7,27155,3.6,1772471448
7,6686,3.0,1772471448
7,33660,3.3,1772471448
7,90357,4.3,1772471448
7,117368,3.1,1772471448
7,368,4.2,1772471448
7,65601,3.7,1772471448
7,2741,2.7,1772471448
7,105404,3.5,1772471448
7,1554,4.7,1772471448
7,34624,5.0,1772471448
7,732,3.4,1772471448
7,7225,2.6,1772471448
7,3086,2.8,1772471448
7,31349,4.5,1772471448
7,68848,4.1,1772471448
7,48516,3.2,1772471448
7,26403,3.5,1772471448
8,1892,4.6,1772471448
8,1769,3.6,1772471448
8,27731,3.3,1772471448
8,2952,4.4,1772471448
8,4733,4.1,1772471448
8,47937,4.9,1772471448
8,45668,3.9,1772471448
8,74089,4.9,1772471448
8,3453,3.2,1772471448
8,64034,4.7,1772471448
8,4394,3.4,1772471448
8,4041,4.5,1772471448
8,3581,4.8,1772471448
8,59018,4.1,1772471448
8,27801,4.3,1772471448
8,5168,4.9,1772471448
8,4067,3.4,1772471448
8,127208,3.8,1772471448
8,4420,4.7,1772471448
8,5043,4.2,1772471448
8,69757,4.7,1772471448
8,6178,4.0,1772471448
8,6190,4.3,1772471448
8,3248,2.5,1772471448
8,48738,3.3,1772471448
8,4711,4.4,1772471448
8,26301,3.5,1772471448
8,4849,3.4,1772471448
8,2559,4.9,1772471448
8,4958,3.9,1772471448
8,1253,3.0,1772471448
8,6921,3.7,1772471448
8,7453,3.8,1772471448
8,133345,5.0,1772471448
8,90933,4.3,1772471448
8,319,3.8,1772471448
8,2421,3.6,1772471448
8,83538,4.8,1772471448
8,4081,4.1,1772471448
8,69027,3.4,1772471448
9,1583,3.0,1772471448
9,7613,3.5,1772471448
9,87,3.9,1772471448
9,716,4.0,1772471448
9,6854,4.3,1772471448
9,133545,4.9,1772471448
9,7839,4.6,1772471448
9,569,4.6,1772471448
9,5267,3.9,1772471448
9,235,2.9,1772471448
9,25913,4.1,1772471448
9,6623,3.5,1772471448
9,3964,2.6,1772471448
9,6935,3.0,1772471448
9,2520,4.4,1772471448
9,6223,4.1,1772471448
9,4958,4.9,1772471448
9,66240,4.8,1772471448
9,3646,4.0,1772471448
9,89000,2.9,1772471448
9,1461,3.3,1772471448
9,26749,3.1,1772471448
9,26043,3.7,1772471448
9,4571,4.5,1772471448
9,51709,4.6,1772471448
9,1784,2.9,1772471448
9,640,3.9,1772471448
9,307,4.2,1772471448
9,70159,3.5,1772471448
9,5874,4.8,1772471448
9,3930,3.4,1772471448
9,2555,3.7,1772471448
9,61729,4.0,1772471448
9,67923,3.6,1772471448
9,2995,4.9,1772471448
9,947,4.4,1772471448
9,61451,4.6,1772471448
9,1729,4.4,1772471448
9,2657,4.0,1772471448
9,26350,2.6,1772471448
10,74370,2.6,1772471448
10,66090,4.2,1772471448
10,1010,3.2,1772471448
10,70728,3.4,1772471448
10,2737,3.1,1772471448
10,3033,4.8,1772471448
10,9018,4.7,1772471448
10,48035,4.0,1772471448
10,6777,2.5,1772471448
10,6193,4.9,1772471448
10,26178,3.7,1772471448
10,1805,3.7,1772471448
10,1266,4.4,1772471448
10,30952,4.0,1772471448
10,4951,2.8,1772471448
10,31851,2.8,1772471448
10,60020,3.1,1772471448
10,4322,2.7,1772471448
10,7719,4.6,1772471448
10,49355,2.6,1772471448
10,6869,4.9,1772471448
10,77212,2.8,1772471448
10,4667,4.6,1772471448
10,163,3.1,1772471448
10,2613,4.2,1772471448
10,5014,3.4,1772471448
10,26271,2.7,1772471448
10,7773,4.3,1772471448
10,97464,4.5,1772471448
10,6523,3.2,1772471448
10,5173,4.5,1772471448
10,283,3.6,1772471448
10,75803,4.3,1772471448
10,89170,4.1,1772471448
10,33672,4.8,1772471448
10,3053,3.3,1772471448
10,5199,2.8,1772471448
10,3716,4.5,1772471448
10,88005,4.5,1772471448
10,26622,2.6,1772471448
11,5101,4.0,1772471448
11,127202,5.0,1772471448
11,90890,3.9,1772471448
11,52973,3.4,1772471448
11,2399,4.3,1772471448
11,1809,3.8,1772471448
11,62235,4.9,1772471448
11,69381,4.7,1772471448
11,7064,4.9,1772471448
11,6964,2.5,1772471448
11,102378,3.3,1772471448
11,2011,4.1,1772471448
11,7479,3.3,1772471448
11,6516,4.1,1772471448
11,74324,4.3,1772471448
11,81932,4.1,1772471448
11,7399,3.6,1772471448
11,7899,4.2,1772471448
11,66691,4.5,1772471448
11,56633,4.2,1772471448
11,3702,4.5,1772471448
11,68135,4.9,1772471448
11,7946,2.8,1772471448
11,1656,4.8,1772471448
11,2150,3.2,1772471448
11,63989,3.9,1772471448
11,25911,4.9,1772471448
11,33090,4.1,1772471448
11,26744,2.7,1772471448
11,5026,3.7,1772471448
11,7122,4.7,1772471448
11,6051,3.5,1772471448
11,1565,4.6,1772471448
11,4932,4.5,1772471448
11,55946,4.8,1772471448
11,8201,3.2,1772471448
11,48543,3.7,1772471448
11,3726,3.3,1772471448
11,2447,3.8,1772471448
11,40339,2.5,1772471448
12,83374,4.8,1772471448
12,5974,4.6,1772471448
12,66371,2.5,1772471448
12,1404,3.6,1772471448
12,5952,4.7,1772471448
12,113132,3.4,1772471448
12,80044,3.3,1772471448
12,65927,4.2,1772471448
12,26259,4.3,1772471448
12,8195,4.1,1772471448
12,3660,3.4,1772471448
12,6783,2.7,1772471448
12,58652,4.8,1772471448
12,102047,3.3,1772471448
12,26608,4.5,1772471448
12,84374,3.4,1772471448
12,31545,3.7,1772471448
12,1969,3.4,1772471448
12,50442,2.7,1772471448
12,1760,3.3,1772471448
12,89759,4.9,1772471448
12,135534,2.8,1772471448
12,65813,3.9,1772471448
12,6827,4.9,1772471448
12,8465,2.6,1772471448
12,4813,2.7,1772471448
12,55250,4.8,1772471448
12,2451,4.3,1772471448
12,2028,3.9,1772471448
12,1073,3.8,1772471448
12,7078,4.9,1772471448
12,1054,2.6,1772471448
12,56744,3.2,1772471448
12,6332,3.3,1772471448
12,2076,2.8,1772471448
12,60674,3.4,1772471448
12,51007,3.4,1772471448
12,6710,4.9,1772471448
12,4389,3.6,1772471448
12,31000,4.8,1772471448
13,86896,4.5,1772471448
13,92920,4.6,1772471448
13,70567,4.1,1772471448
13,3643,4.8,1772471448
13,50574,4.9,1772471448
